#CG	numacc	numtot	accfrac	accfracerr	age	ageerr
CG3	1	60	1.6666666666666667	1.6666666666666667	11.0	9.0	4.0
CG4	2	7	28.57142857142857	20.203050891044217	5.0	5.0	2.0
CG14	1	46	2.1739130434782608	2.1739130434782608	10.0	5.0	4.0
CG22	2	11	18.181818181818183	12.856486930664502	6.0	4.0	2.0
CG1	0	64	0.0	0.0	650.0	100.0	400.0
CG17	0	59	0.0	0.0	45.0	55.0	20.0
GDC1	0	37	0.0	0.0	25.0	15.0	10.0
CG30	4	14	29.0	14.0	2.0	2.0	1.5
